"ISRE_emf","ISRE_erf","ISRE_ecf"
0.384575801834756,0.341831546368387,2.96205439874062
0.329742590095479,0.375498283189888,3.91442846875357
0.37475069581944,0.32223894992989,3.17066831853612
0.349918670572732,0.345426733706633,2.95681727236742
0.357055168216657,0.370953582998131,3.99283206392553
0.358720523995706,0.348478775409162,3.05610168599638
0.340491192981011,0.340562811190321,3.39098710994963
0.337017858729772,0.337464606493,3.64345826222806
0.376073307398701,0.368026593083276,3.44727478389332
0.295835456195246,0.401506946481822,2.75945842902814
0.373120756892873,0.314882375281163,2.69084977023591
0.387359375592689,0.362895366145953,2.79016905313421
0.288582553876573,0.366744068927043,3.60385843976094
0.316916738832577,0.334149152189298,2.42000072298599
0.293323623465933,0.350841455168963,3.10737927533011
0.394010387487339,0.33853320617814,3.43091812452616
0.314809646114165,0.387423764039542,2.56901214613535
0.324927424683809,0.349443249089986,3.3568403057209
0.335614038449557,0.333284938142799,2.63833780005858
0.361949513845541,0.334697382088338,3.04232678475195
0.388850750832391,0.294648344643896,3.46978290568116
0.33781735936827,0.385753548779278,3.41033029986569
0.296093049056797,0.337928579782013,3.13094448177223
0.416501736483854,0.380538152088664,2.82176964467469
0.39276629084134,0.335837710880891,3.01490078886405
0.326710913487088,0.31251511487356,2.73998871773728
0.408067297172128,0.33062159791218,2.7371077330495
0.361499727450773,0.33783568078099,3.73866018146262
0.348947607338812,0.333256970918097,2.85975249775467
0.3903972924065,0.330215291222152,3.25301711188019
0.3491390622531,0.333728367030829,3.02932865578528
0.347177581856846,0.399278950817882,2.76431405681136
0.356042105915834,0.340791651165151,2.86791060716959
0.336130292367395,0.350885343080604,3.10076388824402
0.364605618912591,0.375292186179015,3.02713778053077
0.363843991765967,0.355788929365348,2.89155185750393
0.303655879081992,0.332026244359367,3.09217639171526
0.381260494011963,0.459565570755975,4.07274235471171
0.307592660240949,0.357306136672958,3.11083638538718
0.359236742417135,0.370077185042305,2.91101211215346
0.370222509238621,0.295190312985775,2.97155833053569
0.355358458643037,0.327006787685023,3.33836575947231
0.37681336219531,0.353177545574094,2.89153972151467
0.331081609125806,0.373099014697675,3.00727315291972
0.35112992242489,0.437619803356936,3.39362499753917
0.358597557702862,0.360295534177493,3.29446603374717
0.308098514085492,0.327720878702383,2.96755168693888
0.360522445311624,0.344633734546953,2.83375186908582
0.409617659648824,0.428880615203244,2.77898462018735
0.307657665741568,0.35686334804432,2.97960255937489
