"","Date","Y_ndx_loss","ndx_loss_l1","ndx_loss_l2","ndx_price","ndx_vol","aex_return","gdaxi_return","hsi_return","topx_return","rut_return","ssec_return","irts_return","n100_return","vix_return","mktrf","smb","hml","rmw","cma","rf","umd","dxy_return","oil_return","gold_return","wheat_return","silver_return","natgas_return","libor_1m","libor_3m","libor_6m","fedrate","baa10y","ust1m","ust3m","ust1y","ust2y","ust5y","ust10y","ust20y","ust30y","capacity_monthly","capacity_yoy","energy_monthly","energy_yoy","housing_monthly","housing_yoy","unemp_monthly","unemp_yoy","manufac_monthly","manufac_yoy","m2_monthly","m2_yoy","indpro_monthly","indpro_yoy","cpi_monthly","cpi_yoy","gdp_quarterly","gdp_yoy"
"11",11550,4.13405984904993,-0.632939574944501,3.55348323568208,1516.58,1301510000,-0.488079594518495,-1.71425219597319,-2.54652793735272,-1.61261962774108,0.56999686814908,-1.42315823636011,-0.675292540852622,-0.771586619500962,3.01291726446676,0.21,0.13,0.21,0.26,0.17,0.013,0.51,-0.0971817298347906,-0.145401672119239,-0.181356546971346,0.187617260787992,1.11003861003862,-2.9123414071511,3.61,3.56125,3.58063,3.75,2.89,3.48,3.39,3.43,3.75,4.58,4.95,5.58,5.48,-0.867958888226558,-7.47366644737325,-8.65224213462739,-11.0592060254086,2.07823960880196,14.149008885851,2.22222222222221,15,-4.77901801651712,-12.4548696965055,0.577945298154047,8.64408902994112,-0.603446451229123,-3.89872239778213,0.261328,3.2190557,1.22985825241105,3.42788444649152
"12",11554,3.59702862648845,-1.27985335425761,4.13405984904993,1480.74,1325960000,0.047835903715893,-0.273643654301318,-2.51905390218982,-1.25319496328462,0.67696835908757,0.545009545203417,0.651007760012499,0.125576064958179,-4.06878775167786,0.71,-0.18,-0.6,0.26,-0.04,0.013,0.31,0.362863970262865,2.06378986866792,-1.14572144647332,-0.374181478016838,-2.63096077049566,-3.51195882531033,3.58,3.52875,3.5275,3.64,2.93,3.48,3.42,3.44,3.74,4.55,4.91,5.55,5.46,-0.867958888226558,-7.47366644737325,-8.65224213462739,-11.0592060254086,2.07823960880196,14.149008885851,2.22222222222221,15,-4.77901801651712,-12.4548696965055,0.577945298154047,8.64408902994112,-0.603446451229123,-3.89872239778213,0.261328,3.2190557,1.22985825241105,3.42788444649152
"13",11555,-2.34139686913301,3.59702862648845,-1.27985335425761,1515.41,1550540000,1.22975118098188,0.158991364925502,-0.160140330054896,0.317707657014227,-1.38450936579865,0.226519768269557,0.243195694918762,0.971689497716897,6.68998221731604,-1.22,-0.08,0.68,0.26,1.32,0.013,1.25,-0.0970017636684298,2.68382352941177,-0.398406374502,0.657276995305164,0.965018094089265,-0.658926890492623,3.58,3.5275,3.5375,3.53,2.98,3.46,3.39,3.41,3.69,4.5,4.87,5.54,5.44,-0.867958888226558,-7.47366644737325,-8.65224213462739,-11.0592060254086,2.07823960880196,14.149008885851,2.22222222222221,15,-4.77901801651712,-12.4548696965055,0.577945298154047,8.64408902994112,-0.603446451229123,-3.89872239778213,0.261328,3.2190557,1.22985825241105,3.42788444649152
"14",11556,1.21617252096793,-2.34139686913301,3.59702862648845,1496.98,1456290000,-0.557339882864147,0.078602636830902,-2.20080679349846,0.579900243350997,1.04607826528884,-1.82709422132778,3.20549217983792,-0.417254561460637,-8.03278278688525,0.71,0.16,-0.57,-0.23,-0.21,0.013,-0.78,-0.0176538088092596,-2.72108843537414,-0.0363636363636446,0.83955223880597,0.406212664277189,-10.0442198357549,3.5775,3.5125,3.5125,3.51,2.94,3.46,3.38,3.44,3.76,4.53,4.91,5.53,5.44,-0.867958888226558,-7.47366644737325,-8.65224213462739,-11.0592060254086,2.07823960880196,14.149008885851,2.22222222222221,15,-4.77901801651712,-12.4548696965055,0.577945298154047,8.64408902994112,-0.603446451229123,-3.89872239778213,0.261328,3.2190557,1.22985825241105,3.42788444649152
"15",11557,-5.52044783497441,1.21617252096793,-2.34139686913301,1579.62,1495650000,1.32801367911086,0.648058219880042,1.40151958650658,-1.55721811349245,-0.787962613688753,-0.0239565503828269,0.655196558967691,0.395994041924505,-0.935833291629525,-0.31,-0.37,-0.14,-0.05,0.2,0.013,0.38,-0.158912333362755,-5.66801619433199,0.145507457257197,2.59019426456984,0.285578296049511,-1.29915730337078,3.58,3.5125,3.51625,3.55,2.92,3.49,3.4,3.46,3.72,4.52,4.89,5.5,5.41,-0.867958888226558,-7.47366644737325,-8.65224213462739,-11.0592060254086,2.07823960880196,14.149008885851,2.22222222222221,15,-4.77901801651712,-12.4548696965055,0.577945298154047,8.64408902994112,-0.603446451229123,-3.89872239778213,0.261328,3.2190557,1.22985825241105,3.42788444649152
"16",11562,1.73884557426456,3.29652227354229,0.0816652106202735,1499.76,1466700000,-1.59821560241854,-1.806909129247,0.585773388210844,-0.42591133772519,-0.987618232309527,0.883020933096182,0.704392937032978,-1.64311184296258,7.00389625505331,-1.46,0.45,0.77,0.33,0.7,0.013,1.28,0.0352764794073607,1.76095916073435,-0.110051357300078,-1.46252285191956,-0.333810205054846,-5.07075471698113,3.58,3.525,3.52875,3.5,2.95,3.53,3.41,3.46,3.71,4.48,4.85,5.49,5.41,-0.867958888226558,-7.47366644737325,-8.65224213462739,-11.0592060254086,2.07823960880196,14.149008885851,2.22222222222221,15,-4.77901801651712,-12.4548696965055,0.577945298154047,8.64408902994112,-0.603446451229123,-3.89872239778213,0.261328,3.2190557,1.22985825241105,3.42788444649152
"17",11563,3.05782258494692,1.73884557426456,3.29652227354229,1453.9,1734810000,0.324085348719585,-0.0712027998899888,-0.514312160580086,-2.03347098456858,-0.181358076760863,0.225183561762739,-1.9140791152701,0.408305831908075,4.68182272727272,-0.98,0.84,0.09,-0.03,0.53,0.013,0.93,0.0969761086132411,-0.331369661266568,0.514138817480711,2.04081632653061,0.0478468899521691,-4.96894409937889,3.58,3.5,3.495,3.5,2.97,3.48,3.42,3.44,3.67,4.43,4.78,5.44,5.36,-0.867958888226558,-7.47366644737325,-8.65224213462739,-11.0592060254086,2.07823960880196,14.149008885851,2.22222222222221,15,-4.77901801651712,-12.4548696965055,0.577945298154047,8.64408902994112,-0.603446451229123,-3.89872239778213,0.261328,3.2190557,1.22985825241105,3.42788444649152
"18",11564,-1.08673223743036,3.05782258494692,1.73884557426456,1469.7,1232880000,-1.5871830302125,-2.68803016022621,0.651283843944486,-1.08975382922457,-1.11547724679934,-0.427867170111975,-2.25498699045966,-2.09200503808552,10.334341713663,-1.6,0.47,0.52,0.71,1.19,0.013,1.65,-0.616522811344022,-1.55153306243074,0.621118012422356,-1.27272727272727,-0.621712099473952,4.35729847494554,3.58375,3.49,3.48,3.58,2.97,3.41,3.36,3.38,3.61,4.42,4.79,5.45,5.37,-0.867958888226558,-7.47366644737325,-8.65224213462739,-11.0592060254086,2.07823960880196,14.149008885851,2.22222222222221,15,-4.77901801651712,-12.4548696965055,0.577945298154047,8.64408902994112,-0.603446451229123,-3.89872239778213,0.261328,3.2190557,1.22985825241105,3.42788444649152
"19",11569,0.619329831755746,3.10131319316868,-1.08673223743036,1415.3,1950580000,1.04910671079882,2.23788304116527,2.1482870203914,2.64992115551492,-0.341471743213254,2.48570595259713,0.582144390895643,0.958362931668356,3.73194221508828,-0.12,-0.19,0.56,1.07,0.41,0.018,1.35,1.76827659012933,1.08818011257037,-1.02040816326529,-0.539568345323741,-0.480538202787111,-0.882352941176467,3.5725,3.46625,3.465,3.67,2.88,3.43,3.44,3.55,3.83,4.63,4.99,5.59,5.5,-0.357095657230464,-7.25060216656949,1.70134341341762,-14.3898803089699,-6.16766467065868,1.68721609344581,6.5217391304348,19.5121951219512,0.37824822748215,-13.1799871731125,0.649575277703044,8.71198754540737,-0.104678008652189,-3.7415818188887,0.347134,3.2635089,1.22985825241105,3.42788444649152
"20",11570,3.78788949339362,0.619329831755746,3.10131319316868,1361.69,1887800000,-1.72014174887461,-3.07252164896988,-1.73944900088536,-1.1280485033587,-0.952972417337671,0.317339289933207,-0.474405806727074,-1.68868040982596,1.93423597678917,-0.32,-0.6,0.48,1.39,1.02,0.018,1.07,-0.0691562932226941,0.334075723830734,0.147275405007355,-0.632911392405063,0.169000482858515,2.58584145824502,3.58,3.52,3.55,3.49,2.9,3.49,3.41,3.47,3.79,4.61,4.97,5.57,5.48,-0.357095657230464,-7.25060216656949,1.70134341341762,-14.3898803089699,-6.16766467065868,1.68721609344581,6.5217391304348,19.5121951219512,0.37824822748215,-13.1799871731125,0.649575277703044,8.71198754540737,-0.104678008652189,-3.7415818188887,0.347134,3.2635089,1.22985825241105,3.42788444649152
"21",11571,0.544911103114517,3.78788949339362,0.619329831755746,1354.27,1712760000,-2.48309197575381,-3.42130077177858,-2.54789758698143,0.277644982164526,-1.97184925731336,-0.359102271085018,-0.481433814767144,-2.01401270686321,8.57685388994307,-2.13,0.33,0.44,0.6,0.94,0.018,1.55,-0.544982698961934,1.88679245283018,0.367647058823529,-1.54686078252957,-0.0241021932995983,0.826446280991736,3.57688,3.52,3.54,3.52,2.94,3.44,3.34,3.4,3.65,4.48,4.86,5.5,5.41,-0.357095657230464,-7.25060216656949,1.70134341341762,-14.3898803089699,-6.16766467065868,1.68721609344581,6.5217391304348,19.5121951219512,0.37824822748215,-13.1799871731125,0.649575277703044,8.71198754540737,-0.104678008652189,-3.7415818188887,0.347134,3.2635089,1.22985825241105,3.42788444649152
"22",11582,2.23996168276522,8.25331956437355,-0.821106574021437,1224.64,1864980000,3.17936694021102,2.88072342431209,-3.48093563738614,-3.61381685222622,-5.23222834842194,-1.85736550405801,-1.09357912826121,2.51274850343655,31.1557726130653,-5.03,-0.06,-0.86,1.07,0.97,0.018,2.69,-2.23444182595792,-2.53464008110848,-0.137835975189517,2.80898876404494,2.09643605870021,-7.17084639498432,3.38375,3.11,3.03,2.13,3.45,2.47,2.59,2.72,2.96,3.99,4.63,5.44,5.41,-0.357095657230464,-7.25060216656949,1.70134341341762,-14.3898803089699,-6.16766467065868,1.68721609344581,6.5217391304348,19.5121951219512,0.37824822748215,-13.1799871731125,0.649575277703044,8.71198754540737,-0.104678008652189,-3.7415818188887,0.347134,3.2635089,1.22985825241105,3.42788444649152
