ise_gold,ise_erf,ise_ahmed
26.178287359404113,41.62540580546968,1229.7302130687874
28.588967526110295,46.93971388084981,1582.1617469586322
26.808987961082813,50.354105675389015,949.0902066624174
25.485430055855986,54.63985562053356,1270.3866513694418
26.142716235696163,41.76097644746588,912.3523420202498
25.146281937730887,47.02671207672448,985.9123248193115
23.783028670241634,48.02877321160498,1108.6888297256974
29.286650002521107,42.13548782749712,1684.0375336906473
23.638815853175885,49.18811626692168,1624.69277140472
26.827809450760196,38.34846195295232,827.4030609511448
27.07217115124074,45.53211992978544,1341.1698003847555
22.57797747991259,47.35410418092449,927.1360297123904
25.410070115983245,46.29989500377299,1289.1422635760584
30.078866101432208,50.49534129069889,810.2848444748206
34.217990045062194,38.181877094488385,1086.1660181773025
26.66809817162432,41.90709044156137,766.4216518624443
30.103547048904577,47.89087891719412,882.8588858771416
27.872023906874862,45.23925456480837,1381.5591432285973
26.462083182176553,44.40012817205853,1394.5090538084492
24.003271149530846,40.25286519851981,913.2715703508675
24.914974255677727,50.666494417547725,1453.602624091603
25.16082875653818,53.33263876855299,1133.3085890371653
26.359696381544236,49.83634193128427,1124.8894023685364
25.49526050621493,48.05984378650617,895.6161208673537
27.088116823708575,45.27832077659954,1559.698864409335
27.98308063297863,49.01296968347688,1100.2674545856682
26.43922766498249,48.456281959272225,854.8954650037974
26.085063384128958,48.91659452954353,1408.1426475180317
26.138017911874716,46.388450635202126,1216.0404683556435
29.030504282177667,53.24635974247693,1119.3945437953116
28.975748256233402,46.48231101714797,1617.517158030868
30.35779420436337,49.92249569832795,1288.9666057693298
23.80781980890642,44.495316793406424,1253.1867215932286
22.908773576634417,49.172762800861655,1500.9002929616563
28.63178430425575,53.46147769896774,1537.4130231292613
25.45868885393001,44.43441187894077,1090.9099467418991
24.37714381320733,47.55469447166782,1468.4960818757665
24.80373550211906,47.746626124255044,1339.3765153585027
29.617854113680607,43.31819357488744,1128.8257478331793
25.287148514321117,43.25785197515214,1603.3156118204388
25.25416522010986,43.302135023312715,1235.879287345724
27.980533832149575,38.66441364703193,1110.773856868125
26.78964309743105,49.16555479334649,968.9346884641118
25.163652927891878,43.42867036255043,1563.70913547705
26.51735401730561,50.53853833987308,931.2891347959334
30.355452922622884,41.4967967431738,782.445036830103
25.706023663383352,40.78409090898957,1117.3883059126065
24.321970257961233,59.252669302271734,811.4683594711466
25.391857211267222,50.94467846742288,901.2768139904512
26.903420822055608,50.4130675564314,1141.0640323032248
