ise_gold,ise_erf,ise_ahmed
5705.965090884603,7016.991975154762,78683.51243154563
5949.1704402813,6616.580007748408,77867.43967039716
6262.647732880906,7064.915510598813,83754.47718716084
6468.0253204791725,6772.602273322848,83074.83763114967
6042.691575288241,6857.389162084986,81408.98909561438
6053.143883289827,7464.898268537897,78185.92828470746
5724.98246625794,6896.060761150596,80973.4628181076
5792.287635972596,7129.977847608011,75946.81030692565
5656.1884802052,7048.855344581965,91202.2845382206
6203.829816416783,6721.123243396851,94816.15294966493
6061.479795491396,6972.270258026588,80864.31264899785
5970.464891456259,6518.15755636668,71296.66543507949
6292.56655025672,6862.743247744444,79253.4617099143
6142.977044595494,7051.078574322294,65495.64254763018
6087.2118248560455,7002.357614134047,75582.34036170699
6040.039790911932,6718.185495131125,85845.27066805016
6263.86278829657,6857.857348470476,81090.95567399127
6120.400541728568,6889.97219800055,70694.63905996918
6061.511869390985,6718.741823185689,85191.76511625818
5940.323247775568,6959.484828621226,84374.32956801602
6228.471508540021,6705.441666178167,75882.15003334149
6080.613012542812,7067.285180981974,80260.61881787826
6150.519518405204,7192.158336813091,92996.80356441917
5736.785236574288,6691.227439527202,90491.94599278412
6241.845892288028,6767.506128854403,78822.99668217293
6010.107581886157,7258.272147440672,75785.60367287826
5985.1650358615025,6867.803721987016,75425.0529774716
6100.407061618285,6840.479908596491,70020.22497591379
6046.42486167743,7132.256711634491,85833.1761534291
5891.921673700944,6719.452650458554,73803.71699062579
5634.614185904883,7329.7002186716045,87629.9598426568
6124.097120259409,6437.968281824974,79075.98650018644
6073.361402168375,6933.552903987314,78218.16708487333
6360.063495921144,7025.662252633567,83189.86325710542
5966.078639484741,6920.105724305556,89529.80486847147
5890.919707611074,6886.426758790002,82784.28132489986
5847.705572226106,6769.026648440679,97467.06451344676
6177.746719142983,6650.240779341037,88140.91447293031
6141.051952038436,6813.681498815135,85690.03487159585
6307.507014088202,7418.461432013091,73657.30642308516
6391.946405473172,6689.552106824578,79513.88446198673
5930.374059645674,7120.273660931693,87246.69089327063
5912.008407805541,6959.122001691059,82317.71799509102
6241.640722546586,7341.398010548932,73665.95409760508
5918.269602498064,7085.494546503335,95914.6296158615
6064.055526532435,7249.057944033667,71343.92335432961
6094.392535880857,6859.325037016057,87638.52923371036
5920.4737371706415,6985.581785620657,77513.66447750236
6200.461515097652,6494.880042005421,67092.2033992724
6482.526904555221,6794.976424196559,76245.74234538354
