ise_gold,ise_erf,ise_ahmed
27.572792855599165,23.780103048728993,385.2395021619831
27.509316967472692,23.125128078549935,324.6137083080675
26.418584610707022,27.5542693241053,313.0014657073733
28.279544854510945,25.621287523242174,288.57863531284585
27.142158214247676,25.450626379278255,208.8196822974091
27.069237459084736,30.862738998134606,312.3724507519644
26.101411684381706,25.373224343107854,321.31231853910396
27.38116273221488,28.516584885702535,316.45377618488806
28.3073252247338,27.033348654621953,218.5862405858588
25.12796365182877,26.84992447006105,312.40224057562915
27.519200338088332,27.947796909384124,213.25188117203714
25.992436720017277,24.153849089146547,318.54978134465665
28.078959042313564,27.373206147062508,215.88179485757144
29.034160794182434,24.374802748058197,210.9005839243564
27.022119003586955,27.689875903344607,211.43857420374843
27.57792184072682,27.468626559860184,216.53983103123136
28.054771622769888,24.22232701641575,214.5015395897946
27.65895056357559,26.13086390632498,371.6630508004657
27.517757465360297,24.708098278350985,323.33579271634795
30.027466542007527,24.998318973798103,407.46470366223264
25.929261159449744,25.47822031328292,280.84492050046526
29.318420237817687,29.27526444202564,209.53372398559992
28.31734433683694,24.753334301063585,311.25376982810985
28.69293964631875,28.108213292175712,220.61981277527852
27.9375244510004,25.801545537482323,333.706543171473
26.833943917247538,31.997389759245277,371.7750644858837
25.347398695428744,25.812927180872666,371.295021040737
28.388524010870064,25.343484402015754,328.1207402014123
27.51596416798597,24.394318142324604,387.6923420492021
24.587746599886906,22.89397821406256,313.94833883954635
27.384142926016484,28.00731868237656,344.7633899780781
27.33129725021815,26.61824199738184,214.46934043321622
26.69391301506923,23.723524835680447,206.70850670003622
26.43399734225119,27.3734816319155,363.5672738299101
27.641186542862044,27.571966697926005,396.3061053856537
28.03730986863614,25.281995185573063,221.83913810837612
27.417481737441893,25.48454632986078,314.6066621167044
25.872460410561285,26.98480089623441,215.78308973649348
26.846541491091514,26.994283907496165,318.0744943223918
26.58646256517275,26.64544873509608,290.50012588544485
28.320411888082642,27.37704618461914,211.1230022292177
27.456089701157346,27.81195889399156,389.83593123631596
28.052723620463343,26.896519836988023,325.06192883879146
27.11969014053606,28.247461644288034,375.30878377808597
26.8357699951823,28.821304592310657,206.77717331769767
29.90578201961373,24.595217669913918,206.75372868965474
26.903050061268125,26.858045665070506,209.8742683527411
29.64435035413736,28.5801653058852,306.2030293430983
28.187147218815404,26.35103546598154,311.7453323239399
27.17422375697297,24.405773553791647,215.28800879648173
