ise_gold,ise_erf,ise_ahmed
10844.340160021515,13614.946140870477,1208504.398546816
11539.19895909278,13105.082566865201,993633.8824414933
11628.06680195534,13962.33297625764,957985.3033958956
11031.413053791432,12625.162766235657,716225.2945800307
10874.128714727938,13518.236791801524,940795.3589890354
11010.635527252216,13070.371486367996,1136033.8154829878
11534.285776189437,13949.447411078856,1133032.58996686
11239.30668475051,13830.741430361779,757083.68304614
11073.484255138976,13048.873735033647,974812.0706107315
11866.376936856694,12885.204285240867,874089.6669644737
10870.806658073121,12963.406484561341,1040297.5377421554
11183.848564650167,13120.212711627388,674381.4519222407
11210.681079525253,13229.590745165222,721195.7896257126
11115.144664567662,13916.00159705825,683564.0118724158
11601.034619142689,13891.800343884852,655094.318247726
11731.550772918148,14621.419429550579,1187414.6150752788
11025.28670454584,13892.134879833471,677624.0245371754
11314.696391205103,14704.849693558785,832379.7611951965
11101.997121369264,13792.661255181005,852446.7267702247
10333.894046756592,13846.219068345546,750180.4185363415
11126.054860770924,12604.09031380576,1148201.7020112134
11081.012642125697,14781.686899015209,930164.7527044977
10612.176004394789,12423.8656997418,753459.6953938976
10812.461431787648,12678.177267574007,740989.8818257935
11068.721377246613,13215.66015323547,738576.301042493
11436.117091474416,13132.050023738027,1111091.9665806668
10719.648554972035,13073.728325272907,631869.6686011242
11663.048635821306,13737.552029030247,656540.3632265478
10873.551324534157,13975.096740785959,1212914.8065263305
10666.070343365842,14892.4718900452,792507.0298032807
11086.894746097614,13688.329147264107,1120585.5672813263
11714.042063235482,13743.086335638698,1118105.1246450986
11323.689906977506,13665.599045480274,740895.957871342
11305.020522627587,13126.338951988502,1043189.8046960137
11371.685213302197,13055.158473739122,739125.8487483318
11438.95851696867,13452.20707331284,941900.7556964287
11497.975530855301,13874.030242157274,1013472.0502529315
11670.66406323533,13298.973515436459,724830.1318517706
10970.888737110956,13875.35207391869,906205.4557554057
11666.976501027757,12898.663521542067,1039370.9542102859
11406.495610930408,14211.894505495655,707398.8769701932
11334.73087320441,13227.197322616184,969508.1737757241
10796.700513317262,13916.876814740548,985816.3192719762
11881.899554965841,13301.036196074381,1135407.2374421316
11239.988517048834,12338.455436767168,1178715.7452817098
11440.95664986442,13133.415799213444,682196.721695037
11085.523301062665,12782.151364420404,733453.0617512082
11189.272417566146,13435.46453068035,660851.0861508279
11667.67458600648,14700.85248798872,716608.9091554591
11885.592793030315,13204.448672692914,1126252.3331776736
