ise_gold,ise_erf,ise_ahmed
46.01310574031358,58.65285100895086,459.87661831092316
45.65444924856273,55.95263934267084,521.7743102040636
45.25081099538081,59.954195393442106,1090.625799253017
50.49065110273616,68.39041251873908,442.460054815098
50.18083103463265,61.78563056755737,446.0458186988426
45.62299485350576,58.53191121830197,1158.2005569166283
44.83275678628931,54.896082718976714,445.2691457351802
53.03718019122016,62.10761579007839,473.1181046798166
44.64448505656218,62.27685937007374,1237.0674297963137
44.23332895613302,57.642593661158365,1015.8988634903617
44.989896476718954,62.03206321665579,926.1138654495752
46.283496735885116,57.366046563117166,449.30271678403506
47.32540744441955,64.80911800601463,469.7446680656802
47.43474349438375,59.41998838251652,470.5895614778416
45.1758640268592,55.96781894337816,408.9758079689198
46.94421949141839,58.702379389595954,574.8358238012893
49.24661505844293,62.96415984198722,436.8009784635791
45.859756127036604,56.56547915895102,1022.6882750205106
41.843295505885436,56.25510599746422,437.8637651802717
48.13549143488668,52.25040875505333,496.16251293540785
45.35062700840708,56.38303642040248,1183.5178298154974
44.60150287665753,67.66296570601068,519.3784883548916
49.77857128104256,69.61775550628641,505.9305212859663
42.37063454886708,61.93279394603815,1025.0309482397001
47.308927490396854,55.70172210900495,961.3012146036216
47.15397547467571,56.00691111784863,453.75363952695864
42.81772485339651,64.31641276006823,452.07310064240295
47.183186026608254,53.831257418800774,389.76297559878793
47.66251133631467,65.69414697906141,454.8202789907668
44.718566340237274,70.32639781616099,1068.0139278186382
43.664691835495546,58.126732785015186,968.0752020230829
45.75774889323676,59.24014679819527,1251.033933160669
44.8076110349689,66.27462729573996,969.410012007168
44.606717487910416,59.365923626582685,517.4986447363889
53.776374873187265,57.55242207960371,370.25641427606473
43.351519557424886,67.408265628462,1283.9781631848887
46.88439742881057,59.23872356266085,428.83955838356025
44.76814597586368,62.61328528912534,551.5420127757864
48.93402544380682,68.90855797648135,486.63547291302365
46.86240760303098,55.24498622215415,511.91910190486726
47.93464937599086,51.36405373430816,475.6406093386579
43.33414695791478,59.513319744225534,521.650285393853
47.17201436334005,60.95763824465975,448.80849623592826
48.463738410443916,60.69197971942696,424.0008231295841
50.64809085396813,56.32105310881231,1039.274223702664
46.86083708706455,48.12433292161776,1025.4780400241243
44.575286961610395,61.139353499495314,1268.4217361549445
41.873368845586256,65.58583065665314,446.3486071756535
45.37585021179586,67.21875528283057,497.8627500163959
49.42076915925321,53.52353690115726,505.19402612953525
