"ISRE_emf","ISRE_erf","ISRE_ecf"
2.8588961023944,2.68219775759585,7.86882858482122
2.38037361170496,2.95525883603839,10.5527222238416
2.35161890727781,2.56301722094261,8.6165273728872
2.66846582421433,2.75717003564891,8.8619760715701
2.54094422778102,2.3164556939424,8.64420817354106
2.4120827909477,2.41171543126797,8.08801176432538
2.50099851441833,2.4289196405356,8.10720714605456
2.36847705268874,2.5156766993501,8.54776245660524
2.54675336342044,2.72247260071479,9.46029851310981
2.62300349010125,2.97286409690659,8.26626743526689
2.88838307343691,2.60888517400483,8.47384595702655
2.52423384301096,2.1903664196806,8.0576803927765
2.64521454579203,2.50632146700952,9.74417479082866
2.44094385730614,2.18496738432225,6.78377760455991
2.36517060414955,2.5016956241361,8.28233151992107
2.34845049928601,2.54246596287255,9.48756932896109
2.30515941028893,2.55812898700744,8.39286721780314
2.17255386416656,2.37001977386987,8.61380089608134
2.48416519100736,2.32311722700312,9.08740275544564
2.42831242735107,2.4574973704465,8.80673142398991
2.14300428302362,2.53118138545549,8.13714204700172
2.25783480155269,2.66051341079137,8.81643669718053
2.56949129752741,2.92237776842127,8.29776946708576
2.2204366286651,2.86275526361746,7.13899019951219
2.47025016571941,2.34686422541499,8.89258605351264
2.48529816448712,2.31746153907277,9.14146359250742
2.4626035535797,2.42125298241404,8.01154277233071
2.32965478593548,2.56642620766869,8.66295168331469
2.71424252507855,2.67662604310306,9.54951733299675
2.59944553571852,2.58259742373145,7.66160761792981
2.92951357446209,2.60011607506694,7.00895562881144
2.4646671672727,2.61705271843818,9.95750961150029
2.54236466110664,2.55244033827878,7.43254695218992
2.2495449553862,2.52305969647203,8.82844415845942
2.54113682602859,2.46614890708172,8.71235580840361
2.29803354515983,2.41500327188768,7.57753823121595
2.44136471908358,2.50078509494827,9.82601950454247
2.67698348391173,2.64183457465402,9.74212823980213
2.2831200308117,2.3883071049996,7.19452968213647
2.32021393080493,2.77333958601877,7.40304701954987
2.66180032340164,2.32031250801521,8.38140262799546
2.50608125685804,3.03547005462611,11.4883283015909
2.4626820049831,2.34259013012467,8.61041034502399
2.47756413712646,2.59076316105631,8.16920071179228
1.8860503764441,2.69280045709816,11.6112729839653
2.54097996508948,2.46314067783237,9.1587311693988
2.23366095606664,2.48848914159758,7.30960762881125
2.16799204443698,2.39186993886689,8.26376575633891
2.54660283466064,2.80515811345637,7.16073140509591
2.50638963141634,2.25834086995792,11.2608060513398
