"ISRE_emf","ISRE_erf","ISRE_ecf"
0.0229286527493781,0.0253708582640279,0.0809759653582907
0.0244646046620863,0.0221021961054535,0.0837063352901017
0.0244014705452857,0.0278267346196313,0.0903327222424823
0.0241015668276715,0.02316700755063,0.0867745333770769
0.0214874688114128,0.0244523206917505,0.0882207944715991
0.0234693145007698,0.0251357092216096,0.0802828661765511
0.0233721950263229,0.0239162896468685,0.0770529084497303
0.024873013255222,0.0279724736282013,0.0819361823070052
0.0265086449605888,0.0262159810831373,0.0881967269078801
0.0256590081939771,0.0205964695615223,0.0768542224733047
0.0239535142676512,0.0257133413953557,0.0830992457287985
0.0230861690923305,0.0248367221968473,0.0792130998864897
0.0228185534407711,0.0233783914419386,0.0848537360754475
0.0224253338011221,0.0244597320773525,0.0826073653133317
0.0248908316414823,0.0244939633674558,0.0802291164540523
0.0232923331322136,0.0243783555938557,0.0815758407105976
0.0259124183704819,0.0255815842139175,0.0789267780439373
0.0229533004106566,0.0259194974590726,0.0833989302994773
0.0225150636335983,0.022298976533356,0.0785483626529469
0.0236568385363518,0.0243353001615579,0.0826690354585471
0.0233162003624974,0.0250397690149063,0.0796006403018066
0.0231861000542454,0.0235594558769401,0.0919248838233947
0.0237350850356187,0.024707184710971,0.0831254966124255
0.0235274918241038,0.0238052811853783,0.0781908642873493
0.0229689200588327,0.0236004938251131,0.0792834958474481
0.0253837010754802,0.0259065458812768,0.0887907991506189
0.0231571940565442,0.023849430794988,0.0808326557986236
0.0228008467614892,0.0229328556641799,0.080174229679852
0.0231314427141893,0.0232381380090104,0.0828520481707418
0.0229677464871543,0.0245159923440943,0.0891274570192453
0.0234214109400119,0.0228595447292787,0.0894272761123139
0.0241718200540818,0.0242000835463894,0.0857717191329153
0.0227701531286448,0.0250901913366356,0.0828187666859416
0.022565957836835,0.0217227034723829,0.0843931087187303
0.0238611999534406,0.0225750828601955,0.0787803274062861
0.0227312240500362,0.0271412187290279,0.0794753476007811
0.0231262644763684,0.0264023475082587,0.0773415061797438
0.0230200296888878,0.0242729648097387,0.0886075193830718
0.0239966796452613,0.0250983494296257,0.0805211224350356
0.0247569874162539,0.0261571981751819,0.0805710597607715
0.0261511478953794,0.0232769537852625,0.0804492764514904
0.0234963845592889,0.0251844971127615,0.0784812299092571
0.024818871830128,0.0260764886532423,0.0890353099912285
0.0217162827750983,0.0267461018314901,0.0803368101131896
0.0237090341856488,0.0276157396588476,0.0851910895177027
0.0205398465048953,0.0245367577905825,0.0845451941949815
0.0229134909299748,0.0251701552609959,0.0804691615749057
0.0214758528765794,0.0238866926756495,0.0827942504305654
0.0244728341127362,0.0256956596290228,0.0830093441541377
0.0227894025045171,0.0251595307622579,0.0864333634821455
