"ISRE_emf","ISRE_erf","ISRE_ecf"
0.0206839754029283,0.0206633782859648,0.0756267858354414
0.019996198570389,0.0201838296690505,0.0803276847117968
0.0180658933648103,0.0194191912306942,0.0825586103982516
0.0210668361840262,0.0183618406648968,0.0833035271339207
0.0227286058944277,0.0175060715908642,0.0824868757646679
0.0203929590258754,0.0231664075526958,0.0814638693898449
0.0203802183906038,0.0227912518861181,0.0801193441180589
0.0182774733709355,0.0219703036288841,0.0793227567294435
0.0195995214677797,0.0214251328780885,0.0760533844128796
0.0204806296216186,0.0210033675891449,0.0762959378263932
0.0223479646514188,0.0210639636571708,0.0756547269043282
0.0176807283207468,0.0232289985758418,0.0770675712691431
0.0205565528041356,0.0210755588698091,0.0807148523070946
0.0175693806669394,0.0200091120559194,0.0841953758405116
0.021026062050657,0.019050556750846,0.0728495358382235
0.021514989549301,0.0221744732895145,0.0816405861409013
0.0190185364214797,0.0198909209890596,0.077054979994234
0.0214002767790698,0.0231890723336525,0.0790722359313479
0.0239420825032726,0.0223993361856153,0.0776592337079194
0.0204176710834289,0.0213508979286427,0.0818944421090575
0.018579312538411,0.0222644901776215,0.0783932602119633
0.0208658413706424,0.0186914257099386,0.0772354602655301
0.0208273576739437,0.020373336783784,0.0825414310309394
0.0212465003923339,0.0207808760000462,0.0757353451428332
0.021318482072367,0.0201192980609659,0.0777977635100504
0.0211849939274124,0.0210733894104073,0.084570294969649
0.0201312803479275,0.0219240937567424,0.0758774902917927
0.0231999639248388,0.0206664884049259,0.0790503963211548
0.0194355748174565,0.0188443603497281,0.080371899276092
0.020819829150126,0.0248979965528152,0.0747096018107689
0.019458568773492,0.0187520813024199,0.0777241305004019
0.0227031841078587,0.0180929473155343,0.0822934291968304
0.0186718436352779,0.016615624489008,0.083031741464794
0.0234716687364752,0.0190987741366322,0.0742228726841452
0.0214798066314141,0.0194279547884012,0.0813016510025488
0.0200011361984943,0.0198217668110816,0.0781058400713021
0.0227861525084932,0.0224673786252606,0.0811091474732797
0.019231870680825,0.0206810886121482,0.0816002454434728
0.0216261635131522,0.0173919829597467,0.0772358720517367
0.0207191367441301,0.0204172703416171,0.0774287017895573
0.0222524606255619,0.0216022859021626,0.0778965125682299
0.0211917165604741,0.016775742749514,0.0814104527133986
0.0221760277707253,0.0195601295332274,0.0790794965957547
0.0198912143293403,0.0235466557717635,0.0786836575993918
0.0221633108195602,0.0218962169715571,0.0789571855047725
0.0248282708812297,0.0203604881834575,0.0808336971621852
0.0212861279163756,0.0188317232697492,0.0778848855283443
0.0176238010005898,0.0219800378116096,0.0759952073409437
0.0210591932749411,0.0189378726417079,0.0764057321828969
0.0198336394346813,0.0233956620691092,0.0863459095527177
